key,offset,text,raw_hex,raw_bytes,category
bio_103E25,0x103E25,最後為顧人民福祇而開城投降,b3c6aaa672a975a5c9a141ac4fb165a47eb54cafe0a4a7bdfaa143b7edb16faabeb169be7cb1fdab49a5c7c3e4b9d2aec9a141a4a3c555b6c0c576a142b169a5f4b5a5a9bea6daa4cfb9efa141b577ac4faaefb1b5bc42b3c6a44ab8bea143b3ccabe1acb0c555a448a5c1bad6ace9a6d3b67dabb0a7ebadb0a143,123,bio
bio_103EA1,0x103EA1,在艾,a662a6e3c7b656,7,bio
bio_103EAC,0x103EAC,與蔡瑁等人共同把持荊州的實權,a672ad5eabd7a141e3c7a87da4a7a7cca141adecac4fa6f3b669b3a1a455a141abe1c2e0a6d3bbb2a6f5bc42aaeda143bb50bdb2b7e8b5a5a448a640a650a7e2abf9aff0a67baabab9eac576a143a662b1e4bedeb669a7f0aff0a67baec9a44fc455bc42da7aa7ebadb0a143,108,bio
bio_103F19,0x103F19,齒睄,bea6dabc66b074,7,bio
bio_103F21,0x103F21,因不願投降而北跪從容就義,41b577a672a5bfab6ea141b04bb2d0aababfd1a468a141a9bea4dfa4a3a447a143a662bb50b1e4bedea740bed4a4a4b0eda675beaca67ba141a6fda65da8e4abbfbde6a544a844ba61a141b67dabb0a7ebadb0a141a6d3a8cfbc66b074b351bee0a143a65da4a3c440a7ebadb0a6d3a55fb8f7b171ae65b44eb871a143,125,bio
bio_103F9F,0x103F9F,兮硍,a4bcd6b669,5,bio
bio_103FA5,0x103FA5,劉備交戰時屢建奇功,a7e2aba672a4e5c1bea141a662bb50a766a5aca142bc42b3c6a5e6bed4aec9b9f0abd8a95fa55ca141b260acb0b1e4bedea9d2adcaadaba143,57,bio
bio_103FDF,0x103FDF,汗族,a6bdb1da7b,5,bio
bio_103FE5,0x103FE5,因此在孔明臨死前遺言蔣琬接任蜀漢丞相大將軍,a141b0a672a4bdda7ca141aff0c1b8a657a468a141b06cc048bc42b3c6a44ab8bea141a8e4a47eb5d8b3c6a8fcbdd1b8afab47bde0c3d1a141a65da6b9a662a4d5a9fac17ba6baab65bff2a8a5bdb1da7bb1b5a5f4b8beba7ea5e0acdba46ab14ead78a143,101,bio
bio_10404B,0x10404B,末捧,a5bdb1b746,5,bio
bio_104051,0x104051,使得曹操先斬了蔡瑁等水都督,ae65b4a672a46cc16ca141bb50a950b7ecac4fa66eaa42a4cda141a6fdab6fac4fb1e4bedeaababfd1a468a143b4bfa8e2abd7a8eca950b7ecb342b1fda5b4c5a5aef8aea7a141ab6fb351a950b7eca5a9a7aeb35dad70a141a8cfb16fb1e4bedea5fdb1d9a446bdb2b7e8b5a5a4f4b3a3b7fea141a453a4a4b373c0f4ad70a6d3a46ab1d1a143,135,bio
bio_1040DC,0x1040DC,蔡瑁,bdb2b7e8,4,bio
bio_104181,0x104181,中諸葛瑾,53a4a4bdd1b8afbd40,9,bio
bio_10418C,0x10418C,曾三番兩次扮演使者出使蜀漢,a672a46cb7eca141bdd1b8afab47a4a7a553a141ac4fae5dc576aabab9f5b9b1a141a6fdac4fbfd1b2a4a94da47eb4bca7a1a4a3a4cea444a7cca143b4bfa454b566a8e2a6b8a7eaba74a8cfaacca558a8cfb8beba7ea141a6fdb3a3b54ca55ca6d3aaf0a143,102,bio
bio_10426D,0x10426D,才晷,a47eb4be48aadb,7,bio
bio_104275,0x104275,在劉備死後受到孔明的重用,a4cea4a672a742ad5da141b8beb0eaabe1b05fa4a7a871a143a662bc42b3c6a6baabe1a8fca8eca4d5a9faaabaadaba5cea141ab65a9b9a764b0eab5b2b7f9a5dca66ea141aa47b54da4a3ad74a9d2b1e6a141b6b6a751b946a6a8a5f4b0c8a143,97,bio
bio_1042DD,0x1042DD,常給予劉備許多資助,a143bba672a46ca5f2a141ac4fae7da67ba6b3bffaaabaa46aa4e1a141b160b5b9a4a9bc42b3c6b35ca668b8eaa755a141abe1a453a7e2a966a966b6f9b5b9bc42b3c6a143,69,bio
bio_104329,0x104329,為東吳三朝元老,7eb4bea672b871a4bda141bff1a6e8a54fa4e4a448a141ae5db0edb3a1b14ea141acb0aa46a764a454b4c2a4b8a6d1a141ac4fa8cfa46aa44daabaa66ea4e2a143,65,bio
bio_104371,0x104371,曾偕同馬騰攻擊長安的李傕,a66ea1a67da67ba8eba576a141bb50b0a8c4cbac4fb5b2abf4a553a7cca143b4bfb0baa650b0a8c4cba7f0c0bbaaf8a677aabaa7f5d852a143a662b0a8c4cba6baabe1bb50b0a8b657b05fa74ca7f0b1e4a141b1fdb3f8b0a8c4cba4a7a4b3a143b3ccabe1b1e4bedea5cec2f7b6a1ad70a141a8cfb16fc1fab945bb50b0a8b657a4cfa5d8a141a6d3a7ebbe61b1e4bedea143,147,bio
bio_104405,0x104405,為秉,acb0aac343a87d,7,bio
bio_10440D,0x10440D,但後來被關羽一刀刺於馬下而亡,b4c2a4b04bb2d0a9d2adcabfe0aabaa46ab14ea141b7a5acb0c5bbab69b5bdbed4a143a662b04bb2d0b56fa74ca7f0a5b4b1e4bedeaec9a141a662a5d5b0a8c3f6a46ab1d1b1e4ad78a141a9d2a656a9dcc3fba143a6fdabe1a8d3b351c3f6a6d0a440a44da8eba9f3b0a8a455a6d3a460a143,115,bio
bio_104489,0x104489,為報父仇而與東吳交戰,a4b3a1c3f6a6d0aabaa6b8a46ca141bb50b169ad63b871b5b2aaf7c4f5a143acb0b3f8a4f7a4b3a6d3bb50aa46a764a5e6bed4a141aa5aa44fa45dac4fa440ac79a143,67,bio
bio_1049A1,0x1049A1,部陽,b3a1b6a767a544a657,9,bio
bio_1049AB,0x1049AB,互不侵犯,a4c3f6ab5920a4aca4a3ab49a5c720a7f0a675a650b7f9,23,bio
bio_1049DA,0x1049DA,茈緊張,d3a5baf2b169,6,bio
bio_1049EA,0x1049EA,六普通,a4bbb4b6b371,6,bio
bio_1049FA,0x1049FA,跼良好,bbb1a87da66e,6,bio
bio_104A0A,0x104A0A,氶親密,c9a1bfcbb14b,6,bio
bio_104A18,0x104A18,同盟,a650b7f9,4,bio
bio_104A1D,0x104A1D,由巧,a5d1a5a978,5,bio
bio_104B4F,0x104B4F,人物簡介,25a448aaabc2b2a4b6,9,bio
bio_104B61,0x104B61,力無,5aa44fb54c,5,bio
bio_104BD5,0x104BD5,氣請選擇要偵查的目標郡縣,68aef0bdd0bfefbedcad6eb0bbac64aabaa5d8bcd0b070bfa4a149,27,bio
bio_104C1B,0x104C1B,娃郈嚝僁嵽羺賑,abbdd0bfefbedcbee1a5f4b0bbac64aabaaa5ab14ea149,23,bio
bio_104C82,0x104C82,請選擇擔任搜尋人才的武將,494dbdd0bfefbedcbee1a5f4b76ab44da448a47eaabaaa5ab14ea149,28,bio
bio_104CAC,0x104CAC,換頁,b4abadb6,4,bio
bio_104D40,0x104D40,吾軍兵糧短少,a75ead78a74cc2b3b575a4d6a14da979b374bed4b374a84d2e,25,bio
bio_104D71,0x104D71,足以長期與敵互角於山野之間,44b56ea75ead78a74cb16ab0a8a7a7a14dc2b3afb0a552a84ba151a8aca548aaf8b4c1bb50bcc4a4aca8a4a9f3a473b3a5a4a7b6a1a143,55,bio
bio_104DA9,0x104DA9,統萬眾必有所失,012f25a6b9a448a444b165b14ea45da143b068a4a3afe0a4eea14db669a4a3afe0b854a151b2ceb855b2b3a5b2a6b3a9d2a5a2a14dbd6da464ad78a5b2b54ca9d2a6a8a143,69,bio
bio_104DF0,0x104DF0,夫軍無習練,a4d2ad78b54cb2dfbd6da14da6caa4a3b7eda440a143b2dfa6d3a5cea4a7a14da440a569b7eda6caa143,42,bio
bio_104E1B,0x104E1B,此城將臨屠馬以食,6fa5bba67bc2b3b54cb855b1d8a14daaf7b54ca464bbcba151ad59b0f5b74ebdfdc2b3a9f3a54ca14dbad7b14ea6dca86fa149a6b9abb0b14ec17bb14fb0a8a548adb9a14db1b8aff3a552b0a7a4a7b9d2a143,83,bio
bio_104E8F,0x104E8F,原非臣所應議論者,6db14ebbe2bdd5abd7a14dadecab44a6daa9d2c0b3c4b3bdd7aacca143bed6a6cab855b6afa74caacca14dab6fb54ca440a569a5cea4a7b14ea146a46aad78ab68a670b873c073b54cadbaa14da444af51a658a4a7b2b3bab8a149b1e6a9faa4bdb260abe4a143,103,bio
bio_104EF7,0x104EF7,若明公令一上將為太守,c2a4b5a1adb54ca448b2cec1d2a14dad59a9faa4bda54fa440a457b14eacb0a4d3a675a14da6dca1adb4b2a6ccc2b3a14ea677a5c1a4dfa146a8eea8e5add7aa6ba143ab68b855a5c1a9afacc6a149,79,bio
bio_104F47,0x104F47,失當乃國家動搖之本,a1a5cea448a5a2b7eda444b0eaae61b0cab76ea4a7a5bba143,25,bio
bio_104F64,0x104F64,此人必不負主公之期望,a6b9a448a5b2a4a3ad74a544a4bda4a7b4c1b1e6a143,22,bio
bio_104F7B,0x104F7B,徵之國必亂也,a5a4b5a4a3a979b16abc78a5c1a74ca14dbc78a4a7b0eaa5b2b6c3a45da143,31,bio
bio_104F9B,0x104F9B,必能將士用命,a4bb45a5c1a548b1d0a4a7a14db2dfa74cadb2a4a7beb9a151c17bbed4b94abcc4a14da5b2afe0b14ea468a5cea952a14daf7dbcc4bef7a5fda143,59,bio
bio_104FD7,0x104FD7,有限之金集無用之兵,a1a548a6b3adada4a7aaf7b6b0b54ca5cea4a7a74ca14dab44a9faa767a4a7a9d2acb0a143,37,bio
city_0FCDA0,0xFCDA0,襄平,c1b8a5ad,4,city
city_0FCDA8,0xFCDA8,北平,a55fa5ad,4,city
city_0FCDB8,0xFCDB8,晉陽,aecab6a7,4,city
city_0FCDC0,0xFCDC0,南皮,ab6ea5d6,4,city
city_0FCDC8,0xFCDC8,平原,a5adadec,4,city
city_0FCDD8,0xFCDD8,北海,a55faefc,4,city
city_0FCDE0,0xFCDE0,濮陽,c0e4b6a7,4,city
city_0FCDE8,0xFCDE8,陳留,b3afaf64,4,city
city_0FCDF0,0xFCDF0,洛陽,aca5b6a7,4,city
city_0FCDF8,0xFCDF8,弘農,a5b0b941,4,city
city_0FCE00,0xFCE00,長安,aaf8a677,4,city
city_0FCE08,0xFCE08,安定,a677a977,4,city
city_0FCE10,0xFCE10,天水,a4d1a4f4,4,city
city_0FCE18,0xFCE18,西涼,a6e8b244,4,city
city_0FCE20,0xFCE20,下邳,a455cdd6,4,city
city_0FCE28,0xFCE28,徐州,ae7da67b,4,city
city_0FCE38,0xFCE38,汝南,a6bcab6e,4,city
city_0FCE48,0xFCE48,新野,b773b3a5,4,city
city_0FCE50,0xFCE50,襄陽,c1b8b6a7,4,city
city_0FCE58,0xFCE58,上庸,a457b165,4,city
city_0FCE60,0xFCE60,江夏,a6bfae4c,4,city
city_0FCE68,0xFCE68,江陵,a6bfb3ae,4,city
city_0FCE70,0xFCE70,武陵,aa5ab3ae,4,city
city_0FCE78,0xFCE78,長沙,aaf8a846,4,city
city_0FCE80,0xFCE80,桂陽,aedbb6a7,4,city
city_0FCE88,0xFCE88,零陵,b973b3ae,4,city
city_0FCE90,0xFCE90,壽春,b9d8ac4b,4,city
city_0FCE98,0xFCE98,建業,abd8b77e,4,city
city_0FCEA8,0xFCEA8,會稽,b77cbd5d,4,city
city_0FCEB0,0xFCEB0,廬江,c366a6bf,4,city
city_0FCEB8,0xFCEB8,柴桑,aee3aee1,4,city
city_0FCEC0,0xFCEC0,漢中,ba7ea4a4,4,city
city_0FCEC8,0xFCEC8,下弁,a455a5af,4,city
city_0FCED0,0xFCED0,梓潼,b1eabce0,4,city
city_0FCED8,0xFCED8,成都,a6a8b3a3,4,city
city_0FCEE0,0xFCEE0,永安,a5c3a677,4,city
city_0FCEE8,0xFCEE8,江州,a6bfa67b,4,city
city_0FCEF0,0xFCEF0,建寧,abd8b9e7,4,city
city_0FCEF8,0xFCEF8,雲南,b6b3ab6e,4,city
city_0FCF00,0xFCF00,南海,ab6eaefc,4,city
city_0FCF08,0xFCF08,夷州,a669a67b,4,city
city_0FCF28,0xFCF28,東風,aa46adb7,4,city
city_map_110DB8,0x110DB8,襄平,c1b8a5ad,4,city
city_map_110E40,0x110E40,北平,a55fa5ad,4,city
city_map_110F50,0x110F50,晉陽,aecab6a7,4,city
city_map_110FD8,0x110FD8,南皮,ab6ea5d6,4,city
city_map_111060,0x111060,平原,a5adadec,4,city
city_map_111170,0x111170,北海,a55faefc,4,city
city_map_1111F8,0x1111F8,濮陽,c0e4b6a7,4,city
city_map_111280,0x111280,陳留,b3afaf64,4,city
city_map_111308,0x111308,洛陽,aca5b6a7,4,city
city_map_111390,0x111390,弘農,a5b0b941,4,city
city_map_111418,0x111418,長安,aaf8a677,4,city
city_map_1114A0,0x1114A0,安定,a677a977,4,city
city_map_111528,0x111528,天水,a4d1a4f4,4,city
city_map_1115B0,0x1115B0,西涼,a6e8b244,4,city
city_map_111638,0x111638,下邳,a455cdd6,4,city
city_map_1116C0,0x1116C0,徐州,ae7da67b,4,city
city_map_111748,0x111748,許昌,b35ca9f7,4,city
city_map_111858,0x111858,汝南,a6bcab6e,4,city
city_map_111968,0x111968,新野,b773b3a5,4,city
city_map_1119F0,0x1119F0,襄陽,c1b8b6a7,4,city
city_map_111A78,0x111A78,上庸,a457b165,4,city
city_map_111B00,0x111B00,江夏,a6bfae4c,4,city
city_map_111B88,0x111B88,江陵,a6bfb3ae,4,city
city_map_111C10,0x111C10,武陵,aa5ab3ae,4,city
city_map_111C98,0x111C98,長沙,aaf8a846,4,city
city_map_111D20,0x111D20,桂陽,aedbb6a7,4,city
city_map_111DA8,0x111DA8,零陵,b973b3ae,4,city
city_map_111E30,0x111E30,壽春,b9d8ac4b,4,city
city_map_111EB8,0x111EB8,建業,abd8b77e,4,city
city_map_111FC8,0x111FC8,會稽,b77cbd5d,4,city
city_map_112050,0x112050,廬江,c366a6bf,4,city
city_map_1120D8,0x1120D8,柴桑,aee3aee1,4,city
city_map_112160,0x112160,漢中,ba7ea4a4,4,city
city_map_1121E8,0x1121E8,下弁,a455a5af,4,city
city_map_112270,0x112270,梓潼,b1eabce0,4,city
city_map_1122F8,0x1122F8,成都,a6a8b3a3,4,city
city_map_112380,0x112380,永安,a5c3a677,4,city
city_map_112408,0x112408,江州,a6bfa67b,4,city
city_map_112490,0x112490,建寧,abd8b9e7,4,city
city_map_112518,0x112518,雲南,b6b3ab6e,4,city
city_map_1125A0,0x1125A0,南海,ab6eaefc,4,city
city_map_112628,0x112628,夷州,a669a67b,4,city
dialogue_105000,0x105000,可速招募民兵,a569b374a9dbb6d2a5c1a74ca14da6daa6dbb1d0a4a7a14da569a548abddbcc4a143,34,dialogue
dialogue_105023,0x105023,復加之重賦雜捐,a4a4b5b16abd73a74ca4e1a14da5c1a4e1a4d6a6b3a442a4d2a151b45fa55ba4a7adabbde1c2f8aebda14db0eabd61a5c1b368a151a5c1a5b2a5cdab71c2f7a4a7a4dfa14dabe6a979b5b4b86da143,79,dialogue
dialogue_105073,0x105073,吾軍可得不斷之援,bcbd73a5c1a44aa4e1a14da540a54eacb0a74ca151a75ead78a569b16fa4a3c25fa4a7b4a9a14da444a87db5a6a45da143,49,dialogue
dialogue_1050A5,0x1050A5,乃三軍之司命,a14daba4d2a74cc576aacca14da444a454ad78a4a7a571a952a14da544b14ea4a7abc2b6d5a143a4b5b9dca1b3a74cc576a14da5b2a4deab71a4dfa143,61,dialogue
dialogue_1050E3,0x1050E3,乃致勝之鎖匙矣,bdb16ab14ebbe2adaba74ca14da444ad50b3d3a4a7c2eab0cda86fa143,29,dialogue
dialogue_105101,0x105101,敢如此,bde1c2a4c7a4d2a677b4b1a670a6b9a149,17,dialogue
dialogue_105125,0x105125,宜善郈嚝颩,a979b5bdd0bfefbedcad6ea7f0a5b4aabab070bfa4a149,23,dialogue
dialogue_1051C8,0x1051C8,請選擇帶兵出征的武將,bdd0bfefbedcb161a74ca558a9baaabaaa5ab14ea149,22,dialogue
dialogue_10528B,0x10528B,攜帶的米糧數,a7bdd0bfe9a44ac4e2b161aabaa6ccc2b3bcc62825642d2564293a,27,dialogue
dialogue_1052CC,0x1052CC,請選擇押運糧草的輜重隊,0606bdd0bfefbedca9e3b942c2b3aff3aababdfdadabb6a4a14901,27,dialogue
dialogue_1052E8,0x1052E8,請指派訓練部隊的武將,bdd0abfcaca3b056bd6db3a1b6a4aabaaa5ab14ea149,22,dialogue
dialogue_105300,0x105300,請指派擔任運補物資任務的武將,bdd0abfcaca3bee1a5f4b942b8c9aaabb8eaa5f4b0c8aabaaa5ab14ea149,30,dialogue
dialogue_10531F,0x10531F,至多名武將,acbdd0bfefaca3b2bea8beb942b8c9aabaaa5ab14ea149a15db17aa569abfca977a2b0a6dca668a657aa5ab14ea15e,47,dialogue
dialogue_105368,0x105368,請選擇欲要製造的武器,bdd0bfefbedcb1fdad6ebb73b379aabaaa5abeb9a148,22,dialogue
dialogue_10537F,0x10537F,徵兵的武將,d3bdd0aca3a558bc78a74caabaaa5ab14ea149,19,dialogue
dialogue_105393,0x105393,實行募兵任務的武將,f3bdd0aca3a558b9eaa6e6b6d2a74ca5f4b0c8aabaaa5ab14ea149,27,dialogue
dialogue_1053B0,0x1053B0,請選擇執行世兵任務的武將,bdd0bfefbedcb0f5a6e6a540a74ca5f4b0c8aabaaa5ab14ea149,26,dialogue
dialogue_1053CB,0x1053CB,選擇要重新分配士兵的武將,4ebfefbedcad6eadabb773a4c0b074a468a74caabaaa5ab14ea149066328b3d1be6ca74cadfb3a25642901,43,dialogue
dialogue_105418,0x105418,不明治國之理,a1b3a4a3bed5b941a8c6a14da4a3a9faaa76b0eaa4a7b27aa151a965a4a7a5b2a5cda5c1abe8a143,40,dialogue
dialogue_105493,0x105493,豈有多餘之兵用於兵屯耶,a1ab65a4e8a64dabe6a14db05aa6b3a668be6ca4a7a74ca5cea9f3a74ca4d9ad43a148,35,dialogue
dialogue_1054B7,0x1054B7,數年可得米糧百萬斛,64a74ca4d9a9f3a6b9a14da4dea4f4c4e9b540a14da46abf6ead78c2b3a151bcc6a67ea569b16fa6ccc2b3a6cab855b1d8a143,51,dialogue
dialogue_1054EB,0x1054EB,貨財難以行遠也,a1a4b5b3cebedaa4c0b159a14db366b05dc3f8a548a6e6bbb7a45da151acb0a4a7a5b2b54ca9d2a6a8a45da143,45,dialogue
dialogue_105519,0x105519,必可輜軍備之需,b6d2b3a54fa1b3a6e6a4aca5aba9f3a57cbe46a14da8c3a844c651c54ba4a7a751a151a5b2a569bdfdad78b3c6a4a7bbdda143,51,dialogue
dialogue_10554E,0x10554E,不熟政事,a1aba1b3a4a3bcf4ac46a8c6a14dc3f8a6b3a9d2a6a8a143,24,dialogue
dialogue_105567,0x105567,可大積軍糧,a9c677b4eba6a8b3f7a14da4dea4f4bce5b540a151a569a46abf6ead78c2b3a14da542b54ca4f4b177a143,43,dialogue
dialogue_105593,0x105593,多餘之金以修此難守之城,b3a6b9a8e8b54ca668be6ca4a7aaf7a548add7a6b9c3f8a675a4a7abb0a14dc440a9faa4bdb8d4a4a7a143,43,dialogue
dialogue_1055BF,0x1055BF,而敵即難以拔之,b2b0edabb0b0aac253a548b3c6b855a5fea4a7b6d5a14da75eb14eaedab260b8a6a954a151a6d3bcc4a759c3f8a548a9dea4a7a143,53,dialogue
dialogue_1055F5,0x1055F5,備散軍糧以濟流民,78b3c6b4b2ad78c2b3a548c0d9ac79a5c1a14dc17bbcc4a5b2a8fcb54cc2b3a4a7ad57a143,37,dialogue
dialogue_10561B,0x10561B,民為邦本,77a5c1acb0a8b9a5bba14da5bba954a8b9b9e7a143,21,dialogue
dialogue_105634,0x105634,今明公以一己之怒而害天下百姓,a4d1a455b0caa4a7a6dca9f6a14da677a4a7a6dcc3f8a143a4b5a9faa4bda548a440a476a4a7abe3a6d3ae60a4d1a455a6caa96da14dbb50b6c0a479a6f3b2a7a148,66,dialogue
dialogue_1056CB,0x1056CB,苦而定百姓之繇役賦稅,a5b5f8a5c1a5cdaf65ad57a6d3a977a6caa96da4a7edd9a7d0bde1b57ca14da6b9a444a65da661a8eea979a14db874a448acb0a4a7c3d9a86fa143b54da6d3ad56b57cc2f8aebdb3d2a5c1b0cab2b3a14da5c1a5cda5b2a977b368ad57a14da6b9b874a448a4a3acb0a45da143,109,dialogue
dialogue_10574B,0x10574B,時穀一斛至數十萬,a8aaf1b373a67ea9baa5efa14ea45bb867bdc0a7f2a151a448acdbadb9a14daec9bd5ca440b1d8a6dcbcc6a451b855a143b9eaa4a3a979c1caa4a7a143,61,dialogue
dialogue_105789,0x105789,苦戌僧馬,ad57a6a6b9acb0a87dbef7a45da143,15,dialogue
dialogue_10579C,0x10579C,積糧以備戰乃上策也,bf6ec2b3a548b3c6bed4a444a457b5a6a45da143,20,dialogue
dialogue_1057B1,0x1057B1,賣米以籌軍資,a4a7c3a6b9aec9a979bde6a6cca548c477ad78b8eaa143,23,dialogue
dialogue_1057C9,0x1057C9,而就凡器,b0cab2afaba74ca6d3b44ea45abeb9a14da95fa45da149,23,dialogue
dialogue_1057E1,0x1057E1,劍贈英雄,a448a4c45fbc43c3d8ad5eb6afa17aa14da5b2acb0acfcbdcda143,27,dialogue
dialogue_1057FE,0x1057FE,赤此時購弩乃不智也,a8aaa6b9aec9c1caa9b8a444a4a3b4bca45da143,20,dialogue
dialogue_105813,0x105813,遠而必中者持弩而練之,a1b6b0b5bdb56fb16aa9b8a14dbbb7a6d3a5b2a4a4aaccabf9a9b8a6d3bd6da4a7a151a5b2a569a8eebcc4a9f3a5fda143,49,dialogue
dialogue_105848,0x105848,且欲濫竽充數,a6b9a444a648b0a8a14da542b1fdc0ddacf2a552bcc6a151a4c1a4a3a569a8faa4a7a143,36,dialogue
dialogue_10586D,0x10586D,軍此為西域之大宛良馬,77ad78a6b9acb0a6e8b0eca4a7a46aa97ba87db0a8a151a979c1caa4a7a548a552ad78b3c6a143,39,dialogue
dialogue_105899,0x105899,請選派執行土地開發的武將,afa17abdd0bfefaca3b0f5a6e6a467a661b67db56faabaaa5ab14ea149,29,dialogue
dialogue_1058CD,0x1058CD,發展的武將,b7a6d3bdd0aca3a5f4b0d3b77eb56fae69aabaaa5ab14e,23,dialogue
dialogue_1058E5,0x1058E5,制請選擇擔任治水防洪的武將,69a8eebdd0bfefbedcbee1a5f4aa76a4f4a8beac78aabaaa5ab14e,27,dialogue
dialogue_105904,0x105904,請選派加厚城牆任務的武將,bdd0bfefaca3a55bab70abb0c0f0a5f4b0c8aabaaa5ab14e,24,dialogue
dialogue_10593D,0x10593D,請指定燒殺搜刮任務的武將,a8a151bdd0abfca977bf4eb1feb76aa8eda5f4b0c8aabaaa5ab14e,27,dialogue
dialogue_105987,0x105987,調整新稅率為,4ebdd5bee3b773b57cb276acb00606257328256429,21,dialogue
dialogue_10599D,0x10599D,將請選擇欲要交易的商品,5ab14ebdd0bfefbedcb1fdad6ea5e6a9f6aabab0d3ab7ea148,25,dialogue
dialogue_1059B8,0x1059B8,請派出買米的武將,bdd0aca3a558b652a6ccaabaaa5ab14e,16,dialogue
dialogue_1059DD,0x1059DD,發請選派購置武將兵器的武將,49b56fbdd0bfefaca3c1cab86daa5ab14ea74cbeb9aabaaa5ab14e,27,dialogue
dialogue_1059F9,0x1059F9,燒請指派購置弩箭的武將,77bf4ebdd0abfcaca3c1cab86da9b8bd62aabaaa5ab14e,23,dialogue
dialogue_105A11,0x105A11,請指派購買馬匹的武將,d8ab65bdd0abfcaca3c1cab652b0a8a4c7aabaaa5ab14e,23,dialogue
dialogue_105A2C,0x105A2C,此種挑撥離間難以有成,a1b3bb50a1afa650b7f9a477a45ba14dbfcba670a553a7cca151a6b9bad8ac44bcb7c2f7b6a1c3f8a548a6b3a6a8a143,48,dialogue
dialogue_105A5F,0x105A5F,事成則無猛士為輔,71a4b5b14bbb50a1b3a440aed1a14db1d0b1fea1afa143a8c6a6a8ab68b54cb272a468acb0bbb2a14da5e7baa5a569b9cfa146a8c6a4a3a6a8a14dab68a1afa5b2b1fea1b3a143a6b9a444a179a447aaeac476adb9a4a7ad70a17aa45da143,95,dialogue
dialogue_105ABF,0x105ABF,吾主特命吾來傳遞一密書,60a75ea544af53a952a75ea8d3b6c7bbbca440b14baed1a143,25,dialogue
dialogue_105ADC,0x105ADC,竟敢謀我城池,a1afa4c7a4d2a149b3bab4b1bfd1a7daabb0a6c0a149a75ea5b2b1fea6bca149,32,dialogue
dialogue_105AFD,0x105AFD,溘驉陰,b7c2f7a1b3b14ea249b14baed1bb50a1afacdda143,21,dialogue
dialogue_105B13,0x105B13,此乃賊欲令我二人不和耳,4ba6b9a444b8e9b1fda54fa7daa447a448a4a3a94da6d5a149,25,dialogue
dialogue_105B2D,0x105B2D,誓不為此不義之事,4cb272a553a4c5bc7ea143a1b3bb7da4a3acb0a6b9a4a3b871a4a7a8c6a143a6b9a249aea3a741a7daa650bfd1a5efa4a7a14dac47a5cea6b9ad70a14da8cfa7daa8e2a448a6dbacdba75da8d6a14da9bcab6fa9f3a4a4a8faa751a143,93,dialogue
dialogue_105B8C,0x105B8C,主公以一信煽動其人,a1b3ab44a45ba97ea448a455a4a7bdfaa14da542a4b5a55cb0aabe5fa544a14da1afa477b05fbac3a4dfa143a544a4bda548a440ab48bab4b0caa8e4a448a14da5b2a5cdb2a7a4dfa15120bcc4a4baa6dbb6c3a143,85,dialogue
dialogue_105BE2,0x105BE2,君臣心意相通,a4c5a1b3a444a9beab69a4a7a468a14da45ba8c6a1afa14da767a6daa4dfb74eacdbb371a151a6b9a448a5b2a4a3bfd1a4cfa143,52,dialogue
dialogue_105C17,0x105C17,君以千里之眾,70a4b5a4d1a455a4c0b159a14dad5eb6afa8c3b05fa14da767a548a464a8bda4a7b2b3a14da6d3a8fca8eea9f3a448a14da4a3a5e7bbc0a547a148,59,dialogue
dialogue_105C53,0x105C53,肯從吾者在此,a4a5aaa56ba149a1afa4a3a4afa14da75eb14eb051a4a7a143aad6b171a75eaacca662a6b9a14da4a3b171aacca6dba568a149,51,dialogue
dialogue_105C87,0x105C87,豈可行此背主之事,a5a75eab44b54cb871a4a7a448a14db05aa569a6e6a6b9ad49a544a4a7a8c6a149,33,dialogue
dialogue_105CA9,0x105CA9,此雕蟲小技必為識破,a468a1a1b3aaf8a9f3c576bfd1a14daddda6b3a1afb942c477b163d8f2a151a6b9c04ac2cea470a7dea5b2acb0c3d1af7da143,51,dialogue
dialogue_105CDD,0x105CDD,此計必可令賊自相讎殺,a14dada1b3a444a440ab69a4a7a4d2a14da4a3c3d1bef7b14ba143a6b9ad70a5b2a569a54fb8e9a6dbacdbf841b1fea143,49,dialogue
dialogue_105D0F,0x105D0F,若看見上面要害之處,49a544a4bdbfcbb5a7a740a440aed1a14db3e6bb50a249a14da4a4a5a1c261c467a672bccba14da9f3ad6eae60b342a146a6dba6e6b6eea9d9a7efa9f6a14db54dabe1abcab065bb50a249a14dac47b74ea8cfa1b3aabea4a7a14da8e4a5b2afc1aed1a8d3acdda143ad59acdda8a3a457adb1ad6eae60a4a7b342a14dbac9acd2a7efa9d9a143a575b271ac4fa249aea3a1b3aabeacc6bef7b14ba8c6a14da6dba6e6a7efa9d9a146bac3ab68a5b2a5cdb6c3a143,181,dialogue
dialogue_105DC5,0x105DC5,甚妙,b1fea1a6b9ad70acc6a7aea143,13,dialogue
dialogue_105DD3,0x105DD3,如何都改抹糊塗,a7aed1a457a670a6f3b3a3a7efa9d9bd6bb6eea148,21,dialogue
dialogue_105DE9,0x105DE9,朧早鴟悁,c467a6adecaed1a670a6b9a14da4a3aabea6f3ac47a143,23,dialogue
