key,text,encoded_hex,cell_count,missing
dialogue_1060ED,Ngai noi loi nay,A66CA6ACA5D9A666,4,
dialogue_10612B,Nhung bat loi cho quan,A6A3A3D9A5D9A467A6DD,5,
dialogue_10615B,Khong xet mat quan vien,A5A0A87BA5FDA6DDA860,5,
dialogue_10619D,Cung la tuong lon mot phuong,A489A5B2A7FEA5DAA654A6D7,6,
dialogue_1061F4,Ta tu thuo doc binh thu,A75CA7F6A7A9A4BEA3E9A79F,6,
dialogue_106213,Nhu tre con mong cha me,A69FA7DBA482A652A449A643,6,
dialogue_10623B,Neu ngai lap dai cong,A66AA66DA5C0A498A484,5,
dialogue_106283,Dam treu choc ta,A499A7DEA468A75D,4,
dialogue_1062BB,Co dong gi cung bi ong biet,A480A4C3A4E4A48AA3DFA6BBA3E4,7,
dialogue_1062FD,Day la ke phu do chou thao,A4A7A5B2A582A6D2A4BBA46FA784,7,
dialogue_106339,Chac khong phuc vu minh cong,A44AA5A1A6D4A86CA64AA484,6,
dialogue_10635B,Mang mot tuong lam su,A5F6A654A7FEA5B8A756,5,
dialogue_106387,Tuong khong binh an,A7FDA5A1A3E9A3C8,4,
dialogue_106399,Nen khong dung tuong gioi quyet tu chien,A668A5A1A4CEA7FEA4F2A6E8A7F6A45E,8,
dialogue_10645F,Theo loi ngai,A78DA5D9A66D,3,
dialogue_10646B,Khong the bo roi,A5A0A78AA3EBA6F0,4,
dialogue_106483,UNK,A846,1,
dialogue_10649D,Chi can mot thu ket noi noi ung,A458A3FDA654A79FA584A6ACA6ACA845,8,
dialogue_1064DD,Nay la than phan phan tac,A665A5B2A77DA6C3A6C3A75F,6,
dialogue_106537,Minh cong neu co hanh dong,A649A484A66BA481A547A4C3,6,
dialogue_106567,Bi van dai nhuc nha,A3DEA851A498A6A2A68E,5,
dialogue_10659B,Di nay chac khong thanh,A4AEA666A44BA5A1A782,5,
dialogue_1065C1,Thay mot sao tuong sap roi,A787A654A740A7FEA741A6F0,6,
dialogue_1065F5,UNK,A846,1,
dialogue_106603,Ban cung o day,A3D2A48AA6B6A4A8,4,
dialogue_10661B,Chung ta theo lenh chu den lay mang ngai,A477A75DA78EA5C7A471A4ACA5C2A5F7A66D,9,
dialogue_106647,Sao gia mao binh linh o day,A6FEA4E6A5FBA3E9A5D1A6B6A4A8,7,
dialogue_106685,UNK,A846,1,
dialogue_1066BE,UNK,A846,1,
dialogue_1066E8,So binh si,A74CA3E9A74A,3,
dialogue_106706,UNK,A846,1,
dialogue_10671C,Trang thai,A7D8A779,2,
dialogue_106799,Ten tai da,A773A761A495,3,
dialogue_1067A1,So quan chu,A74CA6DDA471,3,
dialogue_106814,Bo cuoc,A3EAA48B,2,
dialogue_10681A,Quyet dinh,A6E7A4B9,2,
dialogue_10686E,Loai bao vat,A5D4A3D7A856,3,
dialogue_106895,Chua lien minh,A472A5CCA64A,3,
dialogue_1068A1,Lien minh cong thu,A5CBA64AA484A79F,4,
dialogue_1068C3,Nguoi quan ly,A687A6DDA5ED,3,
dialogue_1068FB,Chon hai quoc gia thuc hien,A46BA541A6E2A4E6A7A6A553,6,
dialogue_10691A,Hay chon hai tuong lam mat su,A54CA46CA541A7FEA5B8A5FDA756,7,
dialogue_1069ED,Quan huyen khu ho ton lang,A6DCA57BA5A3A558A7CBA5BC,6,
dialogue_106A0D,Hay chon tuong thuc hien ke nay,A54CA46CA7FEA7A6A553A582A666,7,
dialogue_106BA0,Hay chon tuong lam su thuc hien ke,A54CA46CA7FEA5B8A756A7A6A553A582,8,
dialogue_106BCC,Gui thu gia den,A4FAA79FA4E6A4AC,4,
dialogue_106C1C,Hay chon quan huyen giet nguoi dao,A54CA46CA6DDA57BA4F0A688A4A2,7,
dialogue_106CEB,Quan huyen hon nuoc mo ca,A6DCA57BA568A6B3A64CA3F4,6,
dialogue_106D09,Thuc hien ke hon nuoc mo ca,A7A5A553A582A568A6B3A64CA3F4,7,
dialogue_106D4B,Hay chon quan huyen pha tuong,A54CA46CA6DDA57BA6BDA7FE,6,
dialogue_106DA9,Hay chon quan huyen ke kho nhu,A54CA46CA6DDA57BA582A597A6A0,7,
dialogue_106DC7,Tuong,A7FD,1,
dialogue_106DCF,Thuc hien ke kho nhu,A7A5A553A582A597A6A0,5,
dialogue_106E0C,Hay chon quan huyen dot luong,A54CA46CA6DDA57BA4C5A5E8,6,
dialogue_106E4F,Thuc hien ke dot luong,A7A5A553A582A4C5A5E8,5,
dialogue_106E6D,Quan huyen du do hang,A6DCA57BA4C7A4BBA546,5,
dialogue_106E8A,Hay chon tuong muc tieu du do,A54CA46CA7FEA658A7BDA4C7A4BB,7,
dialogue_106EA6,Hay chon tuong mat su thuc hien ke,A54CA46CA7FEA5FDA756A7A6A553A582,8,
dialogue_106EEC,Du do hang thanh cong,A4C6A4BBA546A782A484,5,
dialogue_106F05,Quan huyen ce phan,A6DCA57BA448A6C3,4,
dialogue_106F21,Tuong muc tieu ce phan,A7FDA658A7BDA448A6C3,5,
dialogue_106F3D,Tuong mat su thuc hien ke,A7FDA5FDA756A7A6A553A582,6,
dialogue_106F84,Ce phan thanh cong,A447A6C3A782A484,4,
dialogue_106F9D,Quan huyen am sat,A6DCA57BA3C6A742,4,
dialogue_106FB9,Tuong muc tieu am sat,A7FDA658A7BDA3C6A742,5,
dialogue_10700C,Thuc hien am sat,A7A5A553A3C6A742,4,
dialogue_1070D8,Quan huyen do may quan ly,A6DCA57BA4BBA642A6DDA5ED,6,
dialogue_107100,Nguoi nay khong tham tien,A687A666A5A1A77BA7B6,5,
dialogue_10711F,Nguoi nay chac se di,A687A666A44BA748A4AF,5,
dialogue_107135,Chu ta mang ngan vang tang tuong,A470A75DA5F7A66EA853A767A7FE,7,
dialogue_10716D,Ta xin ra suc chon ngua,A75CA87EA6EBA759A46CA684,6,
dialogue_1071B0,Nguoi nay nhu Lieu Ha Hue tai the,A687A666A6A0A5CEA4FBA571A761A78A,8,
dialogue_1071D3,Dang mot my nhan de thu long,A49DA654A65EA693A4AAA79FA5DC,7,
dialogue_107213,Tren thien ha khong anh hung khac,A7DCA791A4FCA5A1A3CAA573A587,7,
dialogue_107253,Chu ta muon giao nu nay lam thi,A470A75DA65BA4EDA6AFA666A5B8A78F,8,
dialogue_107289,Ta se bao on nhu cho ngua,A75CA748A3D7A6B9A6A0A467A684,7,
dialogue_1072A7,Nhung lo danh ti khong lap,A6A3A5D3A4A0A7B2A5A1A5C0,6,
dialogue_1072D1,Ngai muon dung mot con ngua du do,A66CA65BA4CEA654A482A684A4C7A4BB,8,
dialogue_1072F5,Ngai muon chiem thien ha,A66CA65BA45CA791A4FC,5,
dialogue_107311,Nay co ngua tot mot con,A665A481A684A7CEA654A482,6,
dialogue_107365,Se bao on the nao,A747A3D7A6B9A78AA663,5,
dialogue_107381,Sao hom nay o duoi ke nhu,A6FEA566A666A6B6A4D1A582A6A0,7,
dialogue_1073D8,Han khong gap chu,A543A5A1A4DFA471,4,
dialogue_1073E7,Chim tot chon cay ma dau,A461A7CEA46CA446A5F0A4A6,6,
dialogue_10744B,Nhu mia kho gap mua,A69FA645A597A4DFA657,5,
dialogue_10748B,Chac khong bi lay chuyen,A44AA5A1A3DFA5C2A47E,5,
dialogue_1074A5,Chac noi duoc,A44AA6ACA4D0,3,
dialogue_1074C1,Xin tang minh cong,A87DA767A64AA484,4,
dialogue_1074E7,Ta sao khong het suc phuc vu,A75CA740A5A1A54FA759A6D4A86C,7,
dialogue_107533,Von noi tieng co doc,A867A6ACA7B7A481A4BE,5,
dialogue_107560,Minh cong nen tu den moi,A649A484A669A7F6A4ACA64F,6,
dialogue_1075A3,Ngai la nguoi trung nghia,A66CA5B2A688A7F0A676,5,
dialogue_107600,Mong ong mo dau va cuu nan,A651A6BBA64CA4A6A84EA493A661,7,
dialogue_107665,Mong ong vi dan chung thien ha,A651A6BBA85BA49CA478A791A4FC,7,
dialogue_1076B5,Han chua gap anh hung,A543A473A4DFA3CAA573,5,
dialogue_1076D5,Tuong sao bo ngoc tim da,A7FDA740A3EBA680A7BEA495,6,
dialogue_10770F,Chung khan co y kien gi,A477A58BA481A88FA5A9A4E4,6,
dialogue_10772D,UNK,A846,1,
dialogue_10774B,Day la dao thang binh gia,A4A7A5B2A4A2A780A3E9A4E6,6,
dialogue_1077F9,Thu hai la pha giao,A79EA541A5B2A6BDA4ED,5,
dialogue_107825,Nen quan khong dinh ma loi toan,A668A6DDA5A1A4B9A5F0A5D9A7C6,7,
dialogue_107891,Khong biet ke ma biet minh,A5A0A3E4A582A5F0A3E4A64A,6,
dialogue_1078DB,Nen tu bao toan ma thang het,A668A7F6A3D7A7C6A5F0A780A54F,7,
dialogue_10794D,Quan thang tien chien sau moi danh,A6DCA780A7B6A45EA744A64FA4A0,7,
dialogue_10799F,Quoc gia ma lam vui,A6E1A4E6A5F0A5B8A86F,5,
dialogue_1079C1,UNK,A846,1,
dialogue_1079FD,Nay thoi tiet mua thu mat,A665A79BA7BBA657A79FA5FD,6,
dialogue_107A4E,Mong quan thu nuoi quan,A651A6DDA79FA6B4A6DD,5,
dialogue_107A91,Nay ke dich co khe ha,A665A582A4B1A481A58FA4FC,6,
dialogue_107ABB,Nay neu tien quan gap,A665A66BA7B6A6DDA4DF,5,
dialogue_107B05,Quan ta la doi quan luyen tap,A6DCA75DA5B2A4BFA6DDA5EBA76B,7,
dialogue_107B57,Hon nua quan muon hy sinh,A567A6B0A6DDA65BA57DA74B,6,
dialogue_107BF3,Nay chi nen tu bin nghi vu,A665A459A669A7F6A3E7A674A86C,7,
dialogue_107C4D,Day la ke bao quoc,A4A7A5B2A582A3D7A6E2,5,
dialogue_107C93,Tuong van muon lam cuong,A7FDA851A65BA5B8A490,5,
dialogue_107CED,Neu khong xet thoi ma tien,A66AA5A1A87BA79BA5F0A7B6,6,
dialogue_107D43,Ngai nen tu duc an dan,A66CA669A7F6A4CAA3C8A49C,6,
dialogue_107D93,Hom nay tuong lai muon xuat quan,A565A666A7FEA5B6A65BA888A6DD,7,
dialogue_107DE1,Minh cong vi mot no ma dong quan,A649A484A85BA654A6AAA5F0A4C3A6DD,8,
dialogue_107E3D,Tuong khong nen gian ma chien,A7FDA5A1A669A4EAA5F0A45E,6,
dialogue_107E99,Ben chau de quan nhieu thi khong du,A3DBA452A4AAA6DDA69CA78FA5A1A4C7,8,
dialogue_107F71,Nay lai dong binh lam loan dan,A665A5B6A4C3A3E9A5B8A5D6A49C,7,
dialogue_107FE0,Cho co khe moi hanh dong,A466A481A58FA64FA547A4C3,6,
dialogue_108017,Ta muon on dinh lanh tho truoc,A75CA65BA6B9A4B9A5BEA798A7F1,7,
dialogue_10804B,So dan loan khoi day,A74CA49CA5D6A59FA4A8,5,
dialogue_108079,Nen van luong du phong,A668A851A5E8A4C7A6D0,5,
dialogue_1080AF,Nhung luong thao khong du,A6A3A5E8A784A5A1A4C7,5,
dialogue_1080EB,Cho binh linh tan ra dong trai,A466A3E9A5D1A765A6EBA4C3A7D4,7,
dialogue_108135,Ngai nghia duc den bon phuong,A66CA676A4CAA4ACA3EEA6D7,6,
dialogue_108177,Day la uy luc chu cong,A4A7A5B2A84BA5E2A471A484,6,
dialogue_1081B5,Bon chau kho luong day lua,A3EDA452A597A5E8A4A8A5DF,6,
dialogue_1081E7,Tu than gia quoc tri binh thien ha,A7F5A77DA4E6A6E2A7E0A3E9A791A4FC,8,
dialogue_108228,Chung ta de la ke ngu don,A477A75DA4AAA5B2A582A682A4C1,7,
dialogue_108253,Khong co loi hay de dang chu cong,A5A0A481A5D9A54DA4AAA49EA471A484,8,
dialogue_108285,Khong phai ke vo muu biet,A5A0A6BFA582A865A65DA3E4,6,
dialogue_1082B8,Chung khan trinh bay y kien,A477A58BA7E5A3DAA88FA5A9,6,
dialogue_1082EF,Luu Bi la anh hung,A5E9A3DEA5B2A3CAA573,5,
dialogue_108311,Sao phai tri hoan,A6FEA6BFA7E0A55F,4,
dialogue_108347,Sau se chet tay tieu nhan,A743A748A457A770A7BDA693,6,
dialogue_10838D,Dien Phong cung ma pham thuong,A4B3A6CFA48AA5F0A6C1A7AC,6,
dialogue_108437,Cong Lo nhu xuong trong mo,A483A5D2A6A0A88DA7EAA64C,6,
dialogue_108453,Lu Bo nhu cho soi,A5DDA3EAA6A0A467A74F,5,
dialogue_10847F,Chu cong neu khong thua de diet,A470A484A66BA5A1A7A1A4AAA4B5,7,
dialogue_1084DC,Danh tac Han phu vuong that,A49FA75FA543A6D2A871A786,6,
dialogue_10850F,So mat nghia voi thien ha,A74CA5FDA676A866A791A4FC,6,
dialogue_10853B,Hang ngay luyen binh,A545A670A5EBA3E9,4,
dialogue_10857D,Chu cong khoi nghia an thien ha,A470A484A59FA676A3C8A791A4FC,7,
dialogue_1085B7,Cac ngai tri hoan quan tam,A3F5A66DA7E0A55FA6DDA763,6,
dialogue_1085F6,Cho luc long day du,A466A5E2A5DCA4A8A4C7,5,
dialogue_108627,Huyen Duc von noi tieng anh hung,A57AA4C9A868A6ACA7B7A3CAA573,7,
dialogue_1086B7,Khac voi ke bi quan truoc,A586A866A582A3DFA6DDA7F1,6,
dialogue_108721,Chac bo luong cuong ngua don vuong,A44AA3EBA5E8A490A684A4C1A871,7,
dialogue_1087A5,Ton Sach o Giang Dong theo song,A7CAA6F7A6B6A4EBA4C2A78EA753,7,
dialogue_1087F9,Nay nhu ho chiem Ky Chau,A665A6A0A558A45CA5AFA451,6,
dialogue_108849,Lam ke dich bat loi,A5B7A582A4B1A3D9A5D9,5,
dialogue_1088B3,Lai co vien tuong Cuong,A5B5A481A860A7FEA48F,5,
dialogue_1088DB,Hon nua co quan Cuong,A567A6B0A481A6DDA48F,5,
dialogue_108905,Nguoi Kinh Chau goi mot trong Bat Tuan,A687A5ADA451A4F8A654A7EAA3D8A7F7,8,
dialogue_108963,Khong phai ke tham loi bo nghia,A5A0A6BFA582A77BA5D9A3EBA676,7,
dialogue_1089B3,Khong the dong quan lon lai,A5A0A78AA4C3A6DDA5DAA5B6,6,
dialogue_108A17,Moi co the tien quan dai,A64EA481A78AA7B6A6DDA498,6,
dialogue_108A3F,Khong the khe dich,A5A0A78AA58FA4B1,4,
dialogue_108A63,Nhu ho them can,A69FA558A78CA3FD,4,
dialogue_108A8D,Ngai dung binh gioi,A66CA4CEA3E9A4F2,4,
dialogue_108AB9,Khong the chien,A5A0A78AA45E,3,
dialogue_108AD9,Hon la cau hoa an dan,A567A5B2A445A55AA3C8A49C,6,
dialogue_108B15,Ke vo dung,A581A865A4CE,3,
dialogue_108B30,Hon nua tri chinh nhan la goc,A567A6B0A7E0A464A693A5B2A4F7,7,
dialogue_108B5D,Thong binh phap,A79CA3E9A6C5,3,
dialogue_108B95,Ta biet ong thuong bat man,A75CA3E4A6BBA7ACA3D9A5F5,6,
dialogue_108BD7,Khong cho doc chuoc quyen,A5A0A467A4BEA479A6E6,5,
dialogue_108BF9,Sao khong moi den,A6FEA5A1A64FA4AC,4,
dialogue_108C19,Tron loan an minh o day,A7E8A5D6A3C8A64AA6B6A4A8,6,
dialogue_108C50,Tuong ta deu ve chu cong,A7FDA75DA4ADA859A471A484,6,
dialogue_108C73,Chac hy sinh bao on tri ngai,A44AA57DA74BA3D7A6B9A7E0A66D,7,
dialogue_108CA4,Xong dau rot mau khong lui,A882A4A6A6F2A640A5A1A5E3,6,
dialogue_108CDD,Anh tai thien ha ve chu cong,A3C9A761A791A4FCA859A471A484,7,
dialogue_108D27,Neu lam le tam cung tim tai,A66AA5B8A5C4A763A48AA7BEA761,7,
dialogue_108D60,Dong que khong tai dung,A4C2A6E0A5A1A761A4CE,5,
dialogue_108D89,Chu cong nen xet nhan dung tai,A470A484A669A87BA693A4CEA761,7,
dialogue_108DC1,Chu cong thuong phat ro,A470A484A7ACA6C7A6EF,5,
dialogue_108DE3,Thuong hu thi quan oan,A7ABA56DA78FA6DDA6B7,5,
dialogue_108E03,La phap dien thien cu ac,A5B1A6C5A4B4A791A487A3C2,6,
dialogue_108E3B,Hy sinh tan toan,A57CA74BA765A7C6,4,
dialogue_108E57,Khong vi mot nu ma hy sinh,A5A0A85BA654A6AFA5F0A57DA74B,7,
dialogue_108E7D,La tam phuc tuong manh chu cong,A5B1A763A6D4A7FEA5F9A471A484,7,
dialogue_108EDA,Van tang ngua quy,A850A767A684A6E4,4,
dialogue_108F15,Chu cong sao tang bao vat,A470A484A740A767A3D7A856,6,
dialogue_108F3B,Dung si biet hy sinh vi gi,A4CDA74AA3E4A57DA74BA85BA4E4,7,
dialogue_108F5B,Giao cong chua cho nguoi nay,A4ECA484A473A467A688A666,6,
dialogue_108F88,La anh tuong thoi dai,A5B1A3CAA7FEA79BA498,5,
dialogue_108FC1,Nguoi nay chac sinh long phan,A687A666A44BA74BA5DCA6C3,6,
dialogue_108FDD,La minh chau nem toi,A5B1A64AA452A667A7C9,5,
dialogue_10900B,La tai an bang dinh quoc,A5B1A761A3C8A3D5A4B9A6E2,6,
dialogue_10902F,Minh cong neu truc xuat,A649A484A66BA7EEA888,5,
dialogue_109061,UNK,A846,1,
dialogue_10908B,Hon nua viec chua ro,A567A6B0A85DA473A6EF,5,
dialogue_1090B9,UNK,A846,1,
dialogue_1090E5,Neu khong diet tan goc,A66AA5A1A4B5A765A4F7,5,
dialogue_109108,Hom nay khong giet tac,A565A666A5A1A4F0A75F,5,
dialogue_109121,Giu ngai lam gi,A4F3A66DA5B8A4E4,4,
dialogue_109143,UNK,A846,1,
dialogue_109165,Cach trieu chieu,A3F7A7E3A460,3,
dialogue_10918F,Quan huyen trieu chieu tuong,A6DCA57BA7E3A460A7FE,5,
dialogue_1091AC,Khong tuong tai da,A5A0A7FEA761A495,4,
dialogue_1091BF,Tuong trieu chieu,A7FDA7E3A460,3,
dialogue_1091D5,UNK,A846,1,
dialogue_1091EF,Hay nhap so vang tang,A54CA695A74DA853A767,5,
dialogue_1092AA,Quyet khong phuc vu,A6E7A5A1A6D4A86C,4,
dialogue_1092CC,Trieu chieu that bai,A7E2A460A786A3D1,4,
dialogue_109317,Dung sac du do,A4CDA6F6A4C7A4BB,4,
dialogue_1093B4,Trong quan khong co ma quy,A7E9A6DDA5A1A481A5F0A6E4,6,
dialogue_109474,Chu cong khong co bao vat,A470A484A5A1A481A3D7A856,6,
dialogue_10948F,Hay chon bao vat tang,A54CA46CA3D7A856A767,5,
dialogue_10958C,Khong tuong hop de trieu,A5A0A7FEA56BA4AAA7E3,5,
dialogue_1095BC,Thuyet phuc bang dai nghia,A7AFA6D4A3D5A498A676,5,
dialogue_109650,Hay chon quan thay quan chuc,A54CA46CA6DDA788A6DDA476,6,
dialogue_109668,Hay chon tuong thay quan chuc,A54CA46CA7FEA788A6DDA476,6,
dialogue_109684,Hay chon quan chuc muon thay,A54CA46CA6DDA476A65BA788,6,
dialogue_1096D8,Tong tuong chua du sau nguoi,A7CCA7FEA473A4C7A744A688,6,
dialogue_109704,Hay chon chu de hoi nghi,A54CA46CA471A4AAA564A674,6,
dialogue_10971D,UNK,A846,1,
dialogue_109738,Ke nay khong thuc hien duoc,A581A666A5A1A7A6A553A4D0,6,
dialogue_10978D,UNK,A846,1,
dialogue_109796,Hay chon quoc gia thao luan,A54CA46CA6E2A4E6A784A5E0,6,
dialogue_10989C,Hay chon quan huyen thuong tuong,A54CA46CA6DDA57BA7ACA7FE,6,
dialogue_1098CE,Hay nhap so vang thuong,A54CA695A74DA853A7AC,5,
dialogue_1099E0,Chu cong khong con cong chua,A470A484A5A1A482A484A473,6,
dialogue_109A1A,Hay chon tuong cuoi cong chua,A54CA46CA7FEA48DA484A473,6,
dialogue_109A37,Giao cong chua cho,A4ECA484A473A467,4,
dialogue_109A54,Hay chon cach xu phat,A54CA46CA3F8A885A6C7,5,
dialogue_109A67,Hay chon quan huyen xu tuong,A54CA46CA6DDA57BA885A7FE,6,
dialogue_109A9D,Hay chon bao vat tru,A54CA46CA3D7A856A7EC,5,
dialogue_109AF0,Hay chon quan huyen truc xuat,A54CA46CA6DDA57BA7EEA888,6,
dialogue_109B0C,Hay chon tuong truc xuat,A54CA46CA7FEA7EEA888,5,
dialogue_109B32,Quan huyen truc dau tuong,A6DCA57BA7EEA4A6A7FE,5,
dialogue_109B4D,UNK,A846,1,
dialogue_109B80,Da bi truc dau thi chung,A494A3DFA7EEA4A6A78FA478,6,
dialogue_109BC4,La ca trong dao ta,A5B1A3F4A7EAA4A2A75D,5,
dialogue_109BFB,Hai nuoc hop thi co loi,A540A6B3A56BA78FA481A5D9,6,
dialogue_109C5F,May man khong lam mat mang,A641A5F5A5A1A5B8A5FDA5F7,6,
dialogue_109C74,Am muu ta rat gan,A3C5A65DA75DA6EDA4DE,5,
dialogue_109C8B,Tin nghia noi tieng chu hau,A7BFA676A6ACA7B7A471A54B,6,
dialogue_109CD7,Minh cong nen tan cong gap,A649A484A669A765A484A4DF,6,
dialogue_109CF9,La uy luc chu cong,A5B1A84BA5E2A471A484,5,
dialogue_109D11,Loai bo tin nghia,A5D4A3EBA7C0A676,4,
dialogue_109D31,Thieu mot nguoi bien thien,A794A654A688A3E2A791,5,
dialogue_109D7B,Khong thuyet phuc duoc,A5A0A7B0A6D4A4D0,4,
dialogue_109D95,Mang mot tuong dan quan tro,A5F6A654A7FEA49CA6DDA7E6,6,
dialogue_109DAF,Thay nuoc lang co nan,A787A6B3A5BCA481A661,5,
dialogue_109DD5,Nuoc ta tich o lau,A6B2A75DA7B4A6B6A5C1,5,
dialogue_109E0D,Giup vang va luong,A4F5A853A84EA5E8,4,
dialogue_109E21,Khong muon cho luong,A5A0A65BA467A5E8,4,
dialogue_109E37,Mang tuong dan quan pha la thuong,A5F6A7FEA49CA6DDA6BDA5B2A7AC,7,
dialogue_109E75,Chu hau khong dam nhin ta,A470A54BA5A1A49AA69DA75D,6,
dialogue_109EA4,Vui ve chap nhan,A86EA859A44EA693,4,
dialogue_109EB1,Chu cong sao khong danh,A470A484A740A5A1A4A0,5,
dialogue_109EDD,Can gi cho luong ke,A3FCA4E4A467A5E8A582,5,
dialogue_109F0D,Hon la dung ke nhuu nhu,A567A5B2A4CEA582A6A7A6A0,6,
dialogue_109F62,Chon ngay hoi le,A46BA670A564A5C4,4,
dialogue_109F7B,Khong xung mong chu cong,A5A0A88BA652A471A484,5,
dialogue_109F93,Hon la dung phap nhuu nhu,A567A5B2A4CEA6C5A6A7A6A0,6,
dialogue_109FC7,Nay nhu chim bi ban,A665A6A0A462A3DFA3D3,5,
dialogue_109FF9,Qua nhu mong muon,A6DAA6A0A652A65B,4,
dialogue_10A011,UNK,A846,1,
dialogue_10A047,Tot cua tot,A7CDA488A7CE,3,
dialogue_10A065,De cuu mang dan mot quan,A4A9A493A5F7A49CA654A6DD,6,
dialogue_10A0A1,Hai quan chi gap tren chien truong,A540A6DDA459A4DFA7DDA45EA7F3,7,
dialogue_10A0CF,Quyet khong hoa,A6E7A5A1A55A,3,
dialogue_10A0E7,Nen gia lenh Thien tu,A668A4E6A5C7A790A7F6,5,
dialogue_10A13B,Lien hai ben ngung chien,A5CBA541A3DCA686A45E,5,
dialogue_10A167,Khong nghe khuyen,A5A0A672A5A5,3,
dialogue_10A183,Bo mot ke vo muu,A3EAA654A582A865A65D,5,
dialogue_10A1C9,Tra ve nuoc ta,A7CFA859A6B3A75D,4,
dialogue_10A1DF,Khong the chuoc,A5A0A78AA479,3,
dialogue_10A201,Quoc gia lien minh,A6E1A4E6A5CCA64A,4,
dialogue_10A219,Tuong lam su,A7FDA5B8A756,3,
dialogue_10A238,Hay nhap thoi han lien minh,A54CA695A79BA544A5CCA64A,6,
dialogue_10A311,UNK,A846,1,
dialogue_10A35C,Hay chon quan huyen hop tan,A54CA46CA6DDA57BA56BA765,6,
dialogue_10A3E0,Hay chon vat tu vien tro,A54CA46CA856A7F6A860A7E6,6,
dialogue_10A3F8,Hay nhap vien tro,A54CA695A860A7E6,4,
dialogue_10A4C4,Hay chon quoc gia lien hon,A54CA46CA6E2A4E6A5CCA568,6,
dialogue_10A587,Quoc gia tien cong,A6E1A4E6A7B6A484,4,
dialogue_10A5A0,Hay chon vat tu tien cong,A54CA46CA856A7F6A7B6A484,6,
dialogue_10A611,UNK,A846,1,
dialogue_10A67C,Hay chon quoc gia ep buoc,A54CA46CA6E2A4E6A4D7A3F0,6,
dialogue_10A691,Vat tu yeu cau,A855A7F6A892A445,4,
dialogue_10A6AB,Ep yeu cau,A4D6A892A445,3,
dialogue_10A7E0,Hay chon quoc gia hang phuc,A54CA46CA6E2A4E6A546A6D4,6,
dialogue_10A8E5,UNK,A846,1,
dialogue_10A9B8,Uy tin quoc gia ton hai,A84AA7C0A6E2A4E6A7CBA541,6,
dialogue_10A9D4,Hay chon quoc gia trao tu,A54CA46CA6E2A4E6A7DAA7F6,6,
dialogue_10AA0C,Hay chon tuong tu bin tra,A54CA46CA7FEA7F6A3E7A7D0,6,
dialogue_10AA27,Hay chon dieu kien trao doi,A54CA46CA4B7A5A9A7DAA4BF,6,
dialogue_10AA5D,Tuong tu bin dich tra,A7FDA7F6A3E7A4B1A7D0,5,
dialogue_10AA7D,UNK,A846,1,
dialogue_10AB84,Co quyet che tao khong,A480A6E8A455A769A5A1,5,
dialogue_10AC15,Co quyet thuc hien khong,A480A6E8A7A6A553A5A1,5,
dialogue_10AC3E,Kho luong trong rong,A596A5E8A7EAA6F1,4,
dialogue_10AD37,Hay chon vu khi muon mua,A54CA46CA86CA591A65BA657,6,
dialogue_10ADE8,Khong du vang mua nu tien,A5A0A4C7A853A657A6AFA7B6,6,
dialogue_10AE5C,Khong du vang mua ngua,A5A0A4C7A853A657A684,5,
dialogue_10AE8C,Khong con thanh nien tot,A5A0A482A782A6A8A7CE,5,
dialogue_10AEF0,tan binh,A765A3E9,2,
dialogue_10AF10,Co quyet chiem binh khong,A480A6E8A45CA3E9A5A1,5,
dialogue_10AF2D,UNK,A846,1,
dialogue_10AF9A,Chiem binh,A45BA3E9,2,
dialogue_10AFBC,Co quyet muu binh khong,A480A6E8A65DA3E9A5A1,5,
dialogue_10B025,Ngua,A683,1,
dialogue_10B03C,Nu binh,A6AEA3E9,2,
dialogue_10B046,Lien nu,A5CBA6AF,2,
dialogue_10B052,Hay chon loai binh tai bien,A54CA46CA5D5A3E9A761A3E2,6,
dialogue_10B06C,Hay nhap so binh tai bien,A54CA695A74DA3E9A761A3E2,6,
dialogue_10B0A1,Hay chon quan huyen dich,A54CA46CA6DDA57BA4B1,5,
dialogue_10B0C4,Hay chon muc van bu,A54CA46CA658A851A3EF,5,
dialogue_10B0F1,UNK,A846,1,
dialogue_10B111,Khong co vang trong,A5A0A481A853A7EA,4,
dialogue_10B128,Nhap van chuyen,A694A851A47E,3,
dialogue_10B179,Khong co ngua trong,A5A0A481A684A7EA,4,
dialogue_10B18D,Nhap van chuyen,A694A851A47E,3,
dialogue_10B1C1,UNK,A846,1,
dialogue_10B1E4,Khong co lien nu,A5A0A481A5CCA6AF,4,
dialogue_10B215,Khong co phat da xe,A5A0A481A6C7A495A87A,5,
dialogue_10B24B,Khong co xe xung,A5A0A481A87AA88B,4,
dialogue_10B2B1,Khong co can lan,A5A0A481A3FDA5BA,4,
dialogue_10B2E5,Khong co nguyen vu,A5A0A481A68BA86C,4,
dialogue_10B394,Hon la theo minh chu khac,A567A5B2A78EA64AA471A587,6,
dialogue_10B3C9,Nghe tieng dung truong tuong,A671A7B7A4CEA7F3A7FE,5,
dialogue_10B417,Chua gap ai nhu minh cong,A472A4DFA3C4A6A0A64AA484,6,
dialogue_10B467,Minh cong chi tai nap si,A649A484A459A761A664A74A,6,
dialogue_10B484,Mua lon,A656A5DA,2,
dialogue_10B499,UNK,A846,1,
dialogue_10B4B1,Vi ly,A85AA5ED,2,
